age race earnwke senior married union female hogwarts hhouse
2362 50 Pureblood 1230.76 Senior Single Non-Union Male Drop-Out Gryffindor
2363 46 Pureblood 950 Senior Single Union Male Drop-Out Gryffindor
2364 45 Pureblood 883 Junior Single Union Female Drop-Out Gryffindor
2365 45 Pureblood 520 Senior Married Non-Union Female Drop-Out Slytherin
2366 42 Pureblood 600 Senior Married Non-Union Male Drop-Out Ravenclaw
2367 53 Pureblood 673 Senior Single Non-Union Female Graduated Hufflepuff
2368 50 Pureblood 1057.69 Junior Single Union Female Graduated Hufflepuff
2369 20 Pureblood 280 Senior Single Non-Union Female Graduated Hufflepuff
2370 24 Pureblood 300 Senior Single Non-Union Female Graduated Hufflepuff
2371 22 Pureblood 300 Senior Single Non-Union Female Graduated Hufflepuff
2372 31 Pureblood 576.92 Junior Single Non-Union Male Graduated Slytherin
2373 45 Pureblood 850 Senior Single Non-Union Male Drop-Out Gryffindor
2374 29 Pureblood 961.53 Senior Single Non-Union Male Graduated Hufflepuff
2375 33 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
2376 62 Pureblood 200 Senior Married Non-Union Male Drop-Out Hufflepuff
2377 49 Pureblood 760 Senior Married Union Female Graduated Hufflepuff
2378 55 Pureblood 2275 Senior Single Union Female Graduated Gryffindor
2379 58 Pureblood 1038 Senior Married Non-Union Male Graduated Slytherin
2380 56 Pureblood 712 Junior Married Non-Union Female Graduated Slytherin
2381 54 Pureblood 945.72 Senior Single Non-Union Female Graduated Hufflepuff
2382 59 Pureblood 401.6 Senior Married Non-Union Male Drop-Out Hufflepuff
2383 50 Pureblood 817.3 Senior Single Union Female Graduated Gryffindor
2384 40 Pureblood 967.5 Senior Married Non-Union Male Graduated Ravenclaw
2385 41 Pureblood 740 Senior Married Non-Union Female Graduated Ravenclaw
2386 42 Pureblood 479.6 Senior Single Non-Union Female Graduated Hufflepuff
2387 41 Pureblood 1750 Senior Married Non-Union Male Graduated Slytherin
2388 60 Pureblood 576.92 Senior Single Non-Union Female Graduated Ravenclaw
2389 20 Pureblood 187 Senior Single Non-Union Female Graduated Slytherin
2390 40 Halfblood 576.92 Senior Single Union Male Graduated Ravenclaw
2391 43 Halfblood 1442.3 Senior Single Non-Union Female Graduated Ravenclaw
2392 26 Pureblood 961.53 Junior Married Non-Union Male Drop-Out Slytherin
2393 23 Pureblood 2884.61 Senior Married Non-Union Female Graduated Slytherin
2394 52 Pureblood 2240 Senior Married Non-Union Male Graduated Slytherin
2395 38 Pureblood 519.23 Senior Married Non-Union Female Drop-Out Slytherin
2396 59 Pureblood 494 Senior Single Non-Union Female Graduated Slytherin
2397 33 Pureblood 500 Senior Single Non-Union Female Graduated Slytherin
2398 53 Halfblood 360 Junior Single Non-Union Female Graduated Hufflepuff
2399 26 Pureblood 369.23 Senior Single Non-Union Male Drop-Out Hufflepuff
2400 32 Pureblood 646 Senior Married Non-Union Male Drop-Out Hufflepuff
2401 45 Pureblood 360 Junior Married Non-Union Female Graduated Hufflepuff
2402 24 Muggle-Born 1250 Senior Single Non-Union Female Graduated Hufflepuff
2403 38 Pureblood 1096.15 Senior Married Union Male Graduated Hufflepuff
2404 38 Pureblood 750 Senior Married Non-Union Female Graduated Hufflepuff
2405 41 Pureblood 480 Senior Married Non-Union Female Graduated Hufflepuff
2406 40 Muggle-Born 230.76 Senior Married Non-Union Male Drop-Out Ravenclaw
2407 36 Pureblood 200 Senior Married Non-Union Female Drop-Out Ravenclaw
2408 56 Pureblood 589.5 Senior Single Union Female Graduated Gryffindor
2409 54 Pureblood 1400 Junior Married Non-Union Male Drop-Out Hufflepuff
2410 51 Pureblood 545.6 Senior Married Non-Union Female Drop-Out Hufflepuff
2411 37 Pureblood 576 Senior Single Non-Union Male Graduated Slytherin
2412 47 Pureblood 514 Senior Single Non-Union Female Graduated Hufflepuff
2413 37 Pureblood 1061.53 Senior Married Non-Union Male Graduated Ravenclaw
2414 32 Pureblood 500 Senior Married Non-Union Female Drop-Out Ravenclaw
2415 36 Halfblood 600 Junior Married Union Female Graduated Hufflepuff
2416 58 Pureblood 1523 Senior Married Non-Union Female Drop-Out Slytherin
2417 43 Pureblood 895 Senior Single Union Male Drop-Out Ravenclaw
2418 49 Pureblood 900 Senior Married Non-Union Male Graduated Ravenclaw
2419 41 Pureblood 270 Senior Married Non-Union Female Drop-Out Ravenclaw
2420 49 Pureblood 400 Senior Single Non-Union Male Graduated Hufflepuff
2421 28 Pureblood 969.23 Senior Married Non-Union Male Graduated Gryffindor
2422 29 Pureblood 923.07 Senior Married Union Female Graduated Gryffindor
2423 18 Pureblood 92 Senior Single Non-Union Male Graduated Hufflepuff
2424 54 Pureblood 500 Senior Married Non-Union Female Graduated Ravenclaw
2425 60 Pureblood 480 Senior Married Non-Union Female Graduated Ravenclaw
2426 28 Halfblood 846.15 Junior Single Non-Union Female Graduated Slytherin
2427 52 Pureblood 808 Senior Married Union Male Graduated Gryffindor
2428 50 Pureblood 408.1 Senior Married Non-Union Female Graduated Gryffindor
2429 25 Pureblood 961 Junior Single Non-Union Male Drop-Out Slytherin
2430 40 Pureblood 1923.07 Senior Married Non-Union Male Graduated Hufflepuff
2431 39 Pureblood 480.76 Junior Married Non-Union Female Graduated Hufflepuff
2432 49 Pureblood 826 Senior Married Union Male Drop-Out Gryffindor
2433 44 Pureblood 440 Senior Married Non-Union Female Drop-Out Gryffindor
2434 29 Pureblood 903.6 Senior Single Non-Union Male Graduated Slytherin
2435 49 Pureblood 557.69 Senior Single Non-Union Male Drop-Out Slytherin
2436 60 Pureblood 480 Junior Single Non-Union Female Graduated Slytherin
2437 32 Pureblood 961 Senior Single Non-Union Male Graduated Gryffindor
2438 33 Pureblood 615.38 Senior Married Non-Union Female Graduated Slytherin
2439 48 Pureblood 2884 Senior Married Non-Union Female Graduated Ravenclaw
2440 47 Pureblood 1140.05 Senior Married Non-Union Male Graduated Hufflepuff
2441 44 Pureblood 506.8 Senior Married Non-Union Female Graduated Hufflepuff
2442 57 Pureblood 1055.2 Senior Married Non-Union Male Graduated Hufflepuff
2443 57 Pureblood 1098 Senior Married Non-Union Female Graduated Hufflepuff
2444 60 Pureblood 388.5 Senior Married Non-Union Female Graduated Ravenclaw
2445 62 Pureblood 1250 Senior Married Non-Union Male Graduated Slytherin
2446 39 Pureblood 144 Senior Married Non-Union Female Drop-Out Hufflepuff
2447 41 Pureblood 1600 Senior Married Non-Union Male Graduated Hufflepuff
2448 33 Pureblood 630 Senior Married Non-Union Female Graduated Hufflepuff
2449 28 Pureblood 692.3 Senior Married Union Female Graduated Ravenclaw
2450 60 Pureblood 386.75 Senior Married Non-Union Female Drop-Out Gryffindor
2451 21 Pureblood 400 Senior Single Non-Union Female Graduated Gryffindor
2452 37 Pureblood 876 Senior Married Union Male Graduated Slytherin
2453 37 Pureblood 914 Junior Married Non-Union Male Drop-Out Hufflepuff
2454 32 Pureblood 416.25 Senior Married Non-Union Female Drop-Out Hufflepuff
2455 33 Pureblood 250 Senior Married Non-Union Female Graduated Gryffindor
2456 54 Muggle-Born 1550 Senior Married Union Male Graduated Ravenclaw
2457 51 Muggle-Born 500 Senior Married Union Female Drop-Out Ravenclaw
2458 31 Pureblood 535.6 Senior Married Non-Union Male Graduated Hufflepuff
2459 58 Muggle-Born 653.84 Senior Single Non-Union Female Drop-Out Ravenclaw
2460 52 Pureblood 1730 Senior Married Non-Union Male Graduated Gryffindor
2461 19 Pureblood 800 Senior Single Non-Union Male Graduated Hufflepuff
2462 56 Pureblood 1200 Senior Married Non-Union Male Graduated Hufflepuff
2463 26 Muggle-Born 576.92 Senior Single Non-Union Male Drop-Out Ravenclaw
2464 24 Halfblood 288.46 Junior Married Non-Union Female Graduated Slytherin
2465 54 Pureblood 945 Junior Married Union Male Graduated Gryffindor
2466 53 Pureblood 734.5 Senior Married Union Female Drop-Out Gryffindor
2467 18 Pureblood 140 Senior Single Non-Union Female Graduated Slytherin
2468 55 Pureblood 1527 Senior Single Union Female Graduated Slytherin
2469 53 Pureblood 846.8 Senior Married Non-Union Male Drop-Out Ravenclaw
2470 49 Pureblood 320 Senior Married Non-Union Female Drop-Out Ravenclaw
2471 57 Pureblood 581.75 Senior Married Non-Union Female Graduated Slytherin
2472 40 Pureblood 425 Senior Married Non-Union Female Drop-Out Slytherin
2473 22 Pureblood 440 Senior Single Non-Union Male Graduated Hufflepuff
2474 22 Pureblood 480 Senior Single Non-Union Male Graduated Hufflepuff
2475 61 Pureblood 1076 Junior Married Non-Union Male Graduated Slytherin
2476 35 Pureblood 1538.46 Senior Married Non-Union Female Graduated Ravenclaw
2477 36 Pureblood 1461.53 Senior Single Non-Union Female Graduated Hufflepuff
2478 57 Pureblood 786 Senior Married Non-Union Male Drop-Out Hufflepuff
2479 60 Pureblood 972.5 Senior Married Non-Union Female Drop-Out Hufflepuff
2480 35 Halfblood 865 Senior Single Non-Union Male Graduated Gryffindor
2481 30 Halfblood 366 Junior Single Non-Union Female Graduated Gryffindor
2482 51 Pureblood 1140 Senior Married Union Male Drop-Out Slytherin
2483 49 Pureblood 1292.3 Senior Married Union Female Drop-Out Ravenclaw
2484 48 Pureblood 400 Senior Married Non-Union Female Graduated Gryffindor
2485 45 Pureblood 49.21 Senior Married Non-Union Female Drop-Out Hufflepuff
2486 49 Muggle-Born 2307.69 Senior Married Non-Union Male Graduated Ravenclaw
2487 46 Pureblood 750 Senior Single Non-Union Male Drop-Out Hufflepuff
2488 45 Pureblood 800 Senior Single Non-Union Female Graduated Hufflepuff
2489 62 Pureblood 576.92 Senior Single Non-Union Male Graduated Gryffindor
2490 44 Halfblood 1040 Senior Single Non-Union Male Graduated Hufflepuff
2491 46 Pureblood 792.18 Junior Single Non-Union Female Graduated Ravenclaw
2492 56 Pureblood 480 Senior Married Non-Union Male Drop-Out Gryffindor
2493 53 Pureblood 1200 Senior Married Non-Union Female Drop-Out Gryffindor
2494 50 Halfblood 266 Senior Single Non-Union Female Graduated Ravenclaw
2495 21 Muggle-Born 168 Senior Single Non-Union Female Graduated Ravenclaw
2496 23 Pureblood 480 Senior Single Non-Union Male Drop-Out Ravenclaw
2497 23 Pureblood 460.4 Senior Single Non-Union Female Graduated Ravenclaw
2498 33 Pureblood 1538 Senior Married Non-Union Male Graduated Gryffindor
2499 37 Pureblood 780 Senior Married Non-Union Female Graduated Gryffindor
2500 27 Muggle-Born 1076.8 Senior Married Union Male Drop-Out Ravenclaw
2501 33 Pureblood 315 Senior Single Non-Union Male Graduated Slytherin
2502 37 Pureblood 750 Senior Married Non-Union Male Graduated Slytherin
2503 32 Pureblood 1096.15 Senior Single Non-Union Female Graduated Gryffindor
2504 44 Pureblood 1057.69 Senior Married Non-Union Male Drop-Out Slytherin
2505 50 Halfblood 1346.15 Senior Married Non-Union Male Graduated Slytherin
2506 52 Halfblood 1865.38 Junior Married Non-Union Female Graduated Slytherin
2507 59 Pureblood 673.07 Senior Single Union Male Graduated Gryffindor
2508 51 Muggle-Born 1634.61 Senior Married Non-Union Male Graduated Gryffindor
2509 40 Muggle-Born 2211.53 Senior Married Non-Union Female Graduated Gryffindor
2510 51 Halfblood 439.43 Senior Single Non-Union Female Graduated Slytherin
2511 56 Halfblood 415.38 Senior Married Non-Union Male Drop-Out Slytherin
2512 53 Pureblood 942 Senior Married Non-Union Male Graduated Gryffindor
2513 19 Pureblood 60 Senior Single Non-Union Female Graduated Gryffindor
2514 42 Pureblood 759.61 Senior Single Non-Union Female Drop-Out Hufflepuff
2515 49 Pureblood 2423.07 Senior Single Non-Union Male Graduated Gryffindor
2516 50 Pureblood 707.2 Senior Married Non-Union Male Drop-Out Slytherin
2517 49 Pureblood 140 Senior Married Non-Union Female Graduated Slytherin
2518 42 Pureblood 506.25 Senior Married Union Male Graduated Slytherin
2519 41 Pureblood 630 Senior Single Union Male Graduated Gryffindor
2520 44 Pureblood 384 Senior Single Non-Union Female Drop-Out Gryffindor
2521 26 Muggle-Born 865.38 Senior Married Non-Union Female Graduated Ravenclaw
2522 59 Pureblood 297.5 Senior Single Non-Union Female Graduated Hufflepuff
2523 25 Pureblood 92.3 Senior Single Non-Union Female Graduated Slytherin
2524 23 Pureblood 357.2 Senior Single Non-Union Male Drop-Out Gryffindor
2525 46 Muggle-Born 1615.38 Senior Married Non-Union Male Graduated Ravenclaw
2526 46 Muggle-Born 865.38 Senior Married Non-Union Female Graduated Ravenclaw
2527 62 Pureblood 865.38 Senior Married Non-Union Female Graduated Slytherin
2528 44 Pureblood 2403.84 Senior Married Non-Union Female Graduated Ravenclaw
2529 41 Pureblood 306 Junior Married Non-Union Male Graduated Hufflepuff
2530 39 Pureblood 490 Senior Married Non-Union Female Drop-Out Hufflepuff
2531 29 Pureblood 804.75 Senior Married Non-Union Female Graduated Gryffindor
2532 56 Pureblood 1527.77 Senior Married Union Female Graduated Ravenclaw
2533 50 Pureblood 2884.61 Senior Married Union Male Drop-Out Gryffindor
2534 20 Pureblood 138 Senior Single Non-Union Male Graduated Gryffindor
2535 21 Pureblood 96 Senior Single Non-Union Male Graduated Gryffindor
2536 45 Pureblood 1038.46 Senior Married Union Female Graduated Gryffindor
2537 18 Pureblood 200 Junior Single Non-Union Female Graduated Gryffindor
2538 59 Pureblood 600 Senior Single Union Male Graduated Ravenclaw
2539 30 Pureblood 769.23 Senior Single Non-Union Female Graduated Slytherin
2540 59 Pureblood 550 Junior Married Non-Union Female Graduated Ravenclaw
2541 31 Pureblood 1730.76 Senior Married Non-Union Male Drop-Out Slytherin
2542 59 Muggle-Born 150 Senior Single Non-Union Female Graduated Ravenclaw
2543 55 Pureblood 1250 Senior Married Non-Union Female Graduated Slytherin
2544 29 Halfblood 250 Senior Single Non-Union Female Drop-Out Ravenclaw
2545 19 Pureblood 150 Senior Single Non-Union Female Graduated Hufflepuff
2546 24 Pureblood 607.5 Senior Married Non-Union Male Graduated Gryffindor
2547 20 Halfblood 384.8 Senior Single Non-Union Male Drop-Out Hufflepuff
2548 20 Halfblood 400.9 Senior Single Non-Union Male Drop-Out Hufflepuff
2549 43 Halfblood 610 Senior Single Non-Union Female Graduated Hufflepuff
2550 44 Pureblood 1346 Senior Married Non-Union Female Graduated Slytherin
2551 37 Pureblood 412 Senior Single Non-Union Male Graduated Slytherin
2552 26 Pureblood 500 Senior Married Non-Union Male Graduated Gryffindor
2553 25 Pureblood 400 Senior Married Non-Union Female Graduated Gryffindor
2554 58 Pureblood 1846.15 Senior Single Non-Union Female Graduated Ravenclaw
2555 52 Pureblood 456 Senior Single Union Female Graduated Slytherin
2556 21 Pureblood 202.5 Junior Single Non-Union Male Graduated Slytherin
2557 49 Pureblood 757.89 Junior Married Non-Union Female Graduated Slytherin
2558 61 Muggle-Born 961 Senior Married Non-Union Male Graduated Hufflepuff
2559 51 Pureblood 541 Senior Married Non-Union Female Graduated Hufflepuff
2560 47 Pureblood 436.4 Senior Married Non-Union Female Graduated Slytherin
2561 34 Pureblood 461.53 Senior Single Non-Union Female Graduated Slytherin
2562 53 Pureblood 320 Senior Married Non-Union Female Drop-Out Slytherin
2563 63 Pureblood 800 Senior Married Non-Union Male Graduated Slytherin
2564 60 Pureblood 448.5 Senior Married Non-Union Female Drop-Out Slytherin
2565 47 Pureblood 980.76 Senior Married Union Male Graduated Gryffindor
2566 42 Pureblood 692.3 Senior Married Non-Union Female Graduated Gryffindor
2567 47 Pureblood 400 Senior Single Non-Union Male Graduated Slytherin
2568 48 Pureblood 1100 Senior Single Non-Union Male Graduated Hufflepuff
2569 52 Pureblood 673.07 Senior Single Union Male Drop-Out Slytherin
2570 26 Pureblood 769.23 Senior Single Non-Union Female Graduated Gryffindor
2571 35 Pureblood 1615.38 Junior Married Non-Union Male Graduated Ravenclaw
2572 33 Pureblood 310 Senior Married Non-Union Female Graduated Ravenclaw
2573 52 Pureblood 1200 Senior Single Non-Union Male Drop-Out Hufflepuff
2574 52 Muggle-Born 500 Senior Married Non-Union Male Graduated Hufflepuff
2575 55 Pureblood 1076.92 Senior Married Non-Union Male Graduated Slytherin
2576 51 Pureblood 1153.84 Senior Married Non-Union Female Graduated Slytherin
2577 57 Pureblood 384.61 Senior Married Non-Union Female Drop-Out Hufflepuff
2578 63 Pureblood 577.1 Senior Single Non-Union Female Drop-Out Hufflepuff
2579 52 Pureblood 600 Senior Single Non-Union Female Graduated Hufflepuff
2580 40 Pureblood 651 Senior Married Non-Union Male Graduated Ravenclaw
2581 37 Pureblood 461.53 Senior Married Non-Union Female Graduated Hufflepuff
2582 47 Pureblood 650 Senior Single Non-Union Male Graduated Hufflepuff
2583 50 Pureblood 340 Senior Married Non-Union Male Graduated Gryffindor
2584 28 Pureblood 769.23 Senior Married Non-Union Male Graduated Ravenclaw
2585 49 Muggle-Born 800 Senior Married Non-Union Female Graduated Ravenclaw
2586 25 Pureblood 415.38 Senior Single Non-Union Female Drop-Out Slytherin
2587 37 Pureblood 725.09 Senior Single Non-Union Female Graduated Gryffindor
2588 31 Pureblood 480 Senior Single Non-Union Male Graduated Ravenclaw
2589 36 Pureblood 576.92 Junior Single Non-Union Male Drop-Out Slytherin
2590 45 Pureblood 923.07 Senior Single Non-Union Female Graduated Slytherin
2591 51 Pureblood 1200 Senior Single Non-Union Male Graduated Slytherin
2592 59 Pureblood 1040 Senior Married Non-Union Male Drop-Out Hufflepuff
2593 59 Pureblood 1920 Senior Married Non-Union Female Drop-Out Hufflepuff
2594 34 Pureblood 807.69 Senior Married Union Female Graduated Slytherin
2595 61 Pureblood 680 Senior Married Non-Union Male Graduated Slytherin
2596 33 Pureblood 500 Junior Married Non-Union Male Graduated Slytherin
2597 33 Pureblood 550 Senior Married Non-Union Female Graduated Slytherin
2598 21 Pureblood 247.75 Senior Single Non-Union Female Graduated Hufflepuff
2599 45 Pureblood 1000 Junior Married Non-Union Male Graduated Gryffindor
2600 43 Pureblood 525 Junior Married Union Female Drop-Out Gryffindor
2601 47 Halfblood 330 Senior Single Non-Union Female Graduated Slytherin
2602 36 Pureblood 1668 Senior Single Non-Union Male Drop-Out Gryffindor
2603 29 Pureblood 520 Senior Single Non-Union Male Drop-Out Hufflepuff
2604 45 Pureblood 527.52 Senior Single Non-Union Female Graduated Gryffindor
2605 47 Pureblood 576.92 Senior Single Non-Union Male Graduated Gryffindor
2606 26 Pureblood 262.5 Senior Married Non-Union Male Drop-Out Slytherin
2607 26 Pureblood 640 Senior Married Non-Union Female Drop-Out Slytherin
2608 56 Pureblood 652 Senior Single Non-Union Female Drop-Out Gryffindor
2609 54 Pureblood 2080 Senior Married Non-Union Male Graduated Ravenclaw
2610 44 Pureblood 579.6 Senior Married Non-Union Female Graduated Ravenclaw
2611 29 Pureblood 623 Senior Single Non-Union Female Drop-Out Gryffindor
2612 50 Pureblood 615 Senior Married Non-Union Male Graduated Slytherin
2613 36 Pureblood 635 Senior Married Non-Union Female Graduated Gryffindor
2614 22 Pureblood 330 Junior Single Non-Union Male Drop-Out Ravenclaw
2615 57 Pureblood 610 Senior Single Non-Union Male Drop-Out Gryffindor
2616 37 Pureblood 1500 Senior Married Non-Union Male Graduated Slytherin
2617 31 Pureblood 480.76 Senior Married Non-Union Male Drop-Out Ravenclaw
2618 30 Pureblood 480.76 Senior Married Non-Union Female Drop-Out Ravenclaw
2619 52 Pureblood 1209.6 Senior Single Non-Union Female Graduated Hufflepuff
2620 30 Pureblood 500 Senior Married Non-Union Male Graduated Slytherin
2621 30 Pureblood 600 Senior Married Non-Union Female Graduated Slytherin
2622 54 Pureblood 1153 Senior Married Non-Union Male Graduated Hufflepuff
2623 55 Pureblood 769.23 Senior Married Union Male Graduated Slytherin
2624 52 Pureblood 1269.23 Senior Married Union Female Graduated Slytherin
2625 37 Halfblood 540 Senior Single Non-Union Female Graduated Slytherin
2626 63 Pureblood 830.76 Senior Married Non-Union Male Graduated Slytherin
2627 47 Pureblood 1210 Senior Married Union Male Drop-Out Gryffindor
2628 40 Muggle-Born 440 Senior Married Non-Union Female Drop-Out Gryffindor
2629 57 Pureblood 1384.61 Senior Married Non-Union Male Graduated Ravenclaw
2630 54 Pureblood 307.69 Senior Married Non-Union Female Graduated Ravenclaw
2631 36 Pureblood 346 Senior Single Non-Union Female Graduated Slytherin
2632 54 Pureblood 520 Senior Married Non-Union Female Graduated Ravenclaw
2633 51 Pureblood 961.53 Senior Married Union Male Graduated Slytherin
2634 42 Pureblood 425 Senior Single Union Female Graduated Ravenclaw
2635 50 Pureblood 1346.15 Senior Married Non-Union Male Graduated Slytherin
2636 58 Pureblood 1252 Senior Married Non-Union Male Graduated Gryffindor
2637 52 Pureblood 1192.3 Senior Married Union Male Graduated Gryffindor
2638 52 Pureblood 143 Senior Married Non-Union Female Graduated Gryffindor
2639 22 Pureblood 346.15 Senior Single Non-Union Female Graduated Gryffindor
2640 24 Pureblood 538.46 Senior Married Non-Union Female Graduated Slytherin
2641 45 Pureblood 1788.46 Senior Single Non-Union Male Graduated Gryffindor
2642 51 Pureblood 336 Senior Single Non-Union Female Drop-Out Slytherin
2643 30 Pureblood 540 Senior Single Non-Union Male Drop-Out Gryffindor
2644 24 Pureblood 884.61 Senior Single Non-Union Male Graduated Slytherin
2645 26 Pureblood 160 Senior Single Non-Union Female Graduated Slytherin
2646 61 Pureblood 1076 Senior Married Union Male Drop-Out Slytherin
2647 58 Pureblood 408.85 Senior Married Non-Union Female Graduated Slytherin
2648 49 Pureblood 923.07 Senior Single Non-Union Male Drop-Out Slytherin
2649 44 Pureblood 651 Senior Married Non-Union Male Graduated Slytherin
2650 44 Pureblood 875 Senior Married Non-Union Female Graduated Slytherin
2651 46 Pureblood 420 Senior Single Non-Union Male Graduated Slytherin
2652 26 Pureblood 358 Senior Single Non-Union Male Drop-Out Slytherin
2653 53 Pureblood 950 Senior Married Non-Union Male Graduated Ravenclaw
2654 52 Pureblood 230.76 Senior Married Non-Union Female Drop-Out Ravenclaw
2655 43 Pureblood 961.53 Senior Married Union Male Graduated Ravenclaw
2656 39 Pureblood 1615.38 Senior Married Non-Union Female Graduated Ravenclaw
2657 52 Pureblood 384.61 Senior Married Non-Union Female Drop-Out Slytherin
2658 50 Pureblood 1538.46 Senior Single Non-Union Male Graduated Hufflepuff
2659 30 Pureblood 653.84 Senior Single Non-Union Male Graduated Slytherin
2660 41 Pureblood 900 Senior Married Non-Union Female Drop-Out Slytherin
2661 35 Muggle-Born 576.92 Senior Single Non-Union Male Graduated Slytherin
2662 21 Muggle-Born 500 Senior Married Non-Union Male Graduated Slytherin
2663 29 Pureblood 378 Senior Married Non-Union Female Graduated Slytherin
2664 23 Pureblood 607.5 Senior Single Non-Union Male Drop-Out Hufflepuff
2665 59 Pureblood 625 Senior Single Non-Union Female Drop-Out Hufflepuff
2666 28 Halfblood 423.07 Senior Single Non-Union Female Graduated Slytherin
2667 36 Pureblood 1307.69 Senior Single Non-Union Female Graduated Slytherin
2668 32 Pureblood 1269.23 Junior Married Non-Union Male Graduated Ravenclaw
2669 27 Pureblood 884.61 Senior Married Non-Union Male Graduated Gryffindor
2670 46 Pureblood 725 Senior Married Non-Union Female Drop-Out Slytherin
2671 63 Pureblood 480.76 Junior Single Non-Union Female Graduated Hufflepuff
2672 58 Pureblood 730.76 Senior Single Non-Union Female Graduated Slytherin
2673 23 Pureblood 91 Junior Single Non-Union Male Graduated Ravenclaw
2674 31 Pureblood 826.92 Senior Single Non-Union Female Graduated Ravenclaw
2675 18 Pureblood 56 Junior Single Non-Union Male Graduated Gryffindor
2676 48 Pureblood 2000 Senior Married Non-Union Male Graduated Gryffindor
2677 47 Pureblood 66.66 Junior Married Union Female Graduated Gryffindor
2678 49 Pureblood 1192 Senior Married Non-Union Male Graduated Slytherin
2679 50 Muggle-Born 500 Senior Married Union Male Graduated Ravenclaw
2680 60 Muggle-Born 476 Senior Married Union Female Graduated Ravenclaw
2681 40 Pureblood 865.38 Senior Single Non-Union Male Graduated Gryffindor
2682 47 Pureblood 640 Senior Single Non-Union Male Drop-Out Ravenclaw
2683 47 Pureblood 2307.69 Senior Married Non-Union Male Graduated Gryffindor
2684 47 Pureblood 400 Senior Married Non-Union Female Graduated Gryffindor
2685 54 Pureblood 1352 Senior Married Non-Union Male Drop-Out Slytherin
2686 39 Pureblood 692.3 Junior Married Non-Union Female Graduated Ravenclaw
2687 60 Pureblood 702.8 Senior Single Non-Union Female Drop-Out Slytherin
2688 28 Pureblood 620 Senior Single Non-Union Male Graduated Gryffindor
2689 31 Pureblood 480 Senior Single Non-Union Female Graduated Hufflepuff
2690 59 Pureblood 600 Junior Married Non-Union Female Graduated Slytherin
2691 29 Pureblood 480 Senior Single Non-Union Male Drop-Out Gryffindor
2692 55 Pureblood 480 Junior Married Non-Union Female Drop-Out Ravenclaw
2693 47 Halfblood 692.3 Senior Single Non-Union Female Graduated Slytherin
2694 29 Pureblood 903.84 Junior Married Non-Union Male Drop-Out Hufflepuff
2695 25 Pureblood 576.92 Senior Single Non-Union Male Graduated Ravenclaw
2696 25 Pureblood 900 Senior Single Non-Union Female Graduated Ravenclaw
2697 20 Pureblood 440 Junior Single Non-Union Male Drop-Out Ravenclaw
2698 22 Pureblood 260 Senior Single Non-Union Female Drop-Out Ravenclaw
2699 20 Pureblood 158.25 Senior Single Non-Union Female Graduated Ravenclaw
2700 24 Pureblood 350 Senior Married Non-Union Female Graduated Ravenclaw
2701 24 Pureblood 600 Senior Married Non-Union Male Graduated Slytherin
2702 24 Pureblood 100 Junior Married Non-Union Female Graduated Slytherin
2703 42 Pureblood 500 Senior Married Non-Union Male Graduated Hufflepuff
2704 38 Pureblood 769 Senior Married Non-Union Female Graduated Hufflepuff
2705 19 Pureblood 230.76 Senior Single Non-Union Male Graduated Hufflepuff
2706 48 Pureblood 1634.61 Senior Married Union Male Graduated Hufflepuff
2707 19 Pureblood 230.76 Senior Single Non-Union Male Graduated Hufflepuff
2708 45 Pureblood 230.76 Senior Married Non-Union Female Drop-Out Hufflepuff
2709 62 Pureblood 1134.61 Junior Married Non-Union Male Graduated Hufflepuff
2710 36 Pureblood 1153.84 Junior Married Non-Union Male Graduated Slytherin
2711 51 Pureblood 2884 Senior Married Non-Union Male Graduated Gryffindor
2712 53 Pureblood 600 Senior Single Non-Union Male Drop-Out Gryffindor
2713 36 Pureblood 461.53 Senior Married Non-Union Female Graduated Slytherin
2714 54 Pureblood 1000 Senior Married Non-Union Male Graduated Hufflepuff
2715 29 Pureblood 280 Senior Married Non-Union Male Graduated Slytherin
2716 37 Pureblood 280 Junior Married Non-Union Female Graduated Slytherin
2717 49 Halfblood 400 Senior Single Non-Union Female Graduated Slytherin
2718 23 Halfblood 330 Junior Single Non-Union Female Drop-Out Slytherin
2719 25 Pureblood 500 Junior Single Non-Union Male Graduated Gryffindor
2720 37 Pureblood 1250 Senior Married Non-Union Male Graduated Slytherin
2721 56 Pureblood 1057.69 Senior Married Non-Union Female Graduated Hufflepuff
2722 32 Pureblood 923.07 Senior Married Non-Union Male Drop-Out Slytherin
2723 30 Pureblood 600 Senior Married Non-Union Female Drop-Out Slytherin
2724 29 Pureblood 520 Senior Married Non-Union Female Drop-Out Hufflepuff
2725 58 Pureblood 1153.84 Senior Single Non-Union Female Graduated Slytherin
2726 41 Pureblood 1000 Junior Single Union Male Graduated Hufflepuff
2727 32 Pureblood 498.75 Senior Single Non-Union Male Graduated Hufflepuff
2728 21 Pureblood 192 Senior Single Non-Union Female Graduated Hufflepuff
2729 33 Pureblood 240 Junior Single Union Female Drop-Out Ravenclaw
2730 23 Pureblood 144 Senior Single Non-Union Male Graduated Slytherin
2731 61 Pureblood 800 Senior Married Non-Union Male Graduated Slytherin
2732 35 Pureblood 1292 Senior Married Non-Union Male Graduated Hufflepuff
2733 35 Pureblood 460 Senior Married Non-Union Female Graduated Hufflepuff
